timestamp	chain	cluster	vault	symbol	asset	decimals	unconverted_fees_assets	safe_shares	safe_shares_in_assets	ag_share_bps	protocol_fee_share_bps	interest_fee_bps	fee_receiver	total_borrows
2026-05-04T21:42:29Z	8453	alphagrowth-yo-yousd	0x085178078796Da17B191f9081b5E2fCCc79A7eE7	eUSDC-29	USDC	6	12873233	0	0	0	10000	1000	0x0000000000000000000000000000000000000000	34224877589
2026-05-04T21:42:29Z	8453	alphagrowth-yo-yousd	0x990d616ca6E7192625d1B7C41Fb67b5758DF7CF2	eyoUSD-1	yoUSD	6	1553119	0	0	0	10000	1000	0x0000000000000000000000000000000000000000	0
2026-05-04T21:42:29Z	8453	alphagrowth-yo-yousd	0x24D633664Aea3F551B2Fa34fA66Dd1BA52a33933	ePT-yoUSD-26MAR2026-1	PT-yoUSD-26MAR2026	6	0	0	0	0	10000	1000	0x0000000000000000000000000000000000000000	0
2026-05-04T21:42:29Z	8453	alphagrowth-yo-yobtc	0xe72eA97aAF905c5f10040f78887cc8dE8eAec7E4	ecbBTC-7	cbBTC	8	58533	0	0	0	10000	1000	0x0000000000000000000000000000000000000000	180488504
2026-05-04T21:42:29Z	8453	alphagrowth-yo-yobtc	0xFab9aF50F7A1Cfe201CAE1c15fCFdDaE7705ccD3	eyoBTC-1	yoBTC	8	0	0	0	0	10000	1000	0x0000000000000000000000000000000000000000	0
2026-05-04T21:42:29Z	8453	alphagrowth-base	0x4C1aeda9B43EfcF1da1d1755b18802aAbe90f61E	eUSDC-49	USDC	6	11688830	1037522754	1069164115	5000	5000	1000	0x4f894Bfc9481110278C356adE1473eBe2127Fd3C	417027777977
2026-05-04T21:42:29Z	8453	alphagrowth-base	0x81744B5B5527852832F2dd3554C191d3B1342108	ereUSD-2	reUSD	18	0	0	0	5000	5000	1000	0x4f894Bfc9481110278C356adE1473eBe2127Fd3C	0
